molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL275666,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3cccc(C(F)(F)F)c3)n2)cc1,active,3.96
CHEMBL275798,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccccc3)n2)cc1,active,6.68
CHEMBL1909393,Cl.[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6ccccc6)c(Cl)c5)c4c3)o2)CC1,active,1.32
CHEMBL475599,CS(=O)(=O)CCNCc1cc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)cs1,active,8.5
CHEMBL506414,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5cccs5)cc34)cc2Cl)c1,active,5.03
CHEMBL493326,COc1ccc2ncn(-c3cc(O[C@H](C)c4ccccc4Cl)c(C(N)=O)s3)c2c1,active,6.32
CHEMBL1909403,O=C(O)/C=C/C(=O)O.OCCCNc1nccc(-c2c(-c3ccc(F)cc3)nn3cc(C(F)(F)F)ccc23)n1,active,-4.27
CHEMBL1096626,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](N)c3ccccc3)cc21,active,-0.33
CHEMBL1909373,COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(C(=O)O)c4)cc3)ccc2[nH]1.Cl,active,-2.43
CHEMBL516248,COc1cccc(COc2cc(-n3cnc4ccccc43)sc2C(N)=O)c1,active,0.3
CHEMBL1909353,Cc1cc(-c2ccco2)cc(C)c1/C=C/c1cncc(-c2nn[nH]n2)c1.Cl,active,0.89
CHEMBL215993,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1,active,-0.99
CHEMBL458865,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2ccc(F)cc2C(N)=O)c2cc[nH]c2n1,active,7.1
CHEMBL1909386,CS(=O)(=O)CCNCc1coc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)c1.Cl,active,2.37
CHEMBL1909386,CS(=O)(=O)CCNCc1coc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)c1.Cl,active,3.98
CHEMBL471789,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(C)=O)s3)c2cc1OC,active,1.7
CHEMBL1885746,N#Cc1ccc2c(-c3ccnc(NC4CC4)n3)c(-c3ccc(F)cc3)nn2c1,active,1.73
CHEMBL303687,COc1cccc(-n2ncc3c(N/N=C/c4ccc(C)cc4)ncnc32)c1,active,4.05
CHEMBL1909380,COc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1OC.Cl,active,6.18
CHEMBL269827,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(-c4cnco4)cc32)cc1,active,2.6
CHEMBL275666,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3cccc(C(F)(F)F)c3)n2)cc1,active,6.62
CHEMBL1909393,Cl.[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6ccccc6)c(Cl)c5)c4c3)o2)CC1,active,5.75
CHEMBL231013,COc1ccc(-c2ccncc2)cc1C(N)=O,active,3.68
CHEMBL443563,COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1OC,active,-3.32
CHEMBL493326,COc1ccc2ncn(-c3cc(O[C@H](C)c4ccccc4Cl)c(C(N)=O)s3)c2c1,active,3.12
CHEMBL206010,COc1cccc(-c2c[nH]c3c(N/N=C/c4ccncc4)ncnc23)c1,active,2.88
CHEMBL251549,NC(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1,active,-1.67
CHEMBL1909373,COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(C(=O)O)c4)cc3)ccc2[nH]1.Cl,active,-0.18
CHEMBL275473,CCN(CC)S(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3ccccc3)o2)c1,active,-0.6
CHEMBL516248,COc1cccc(COc2cc(-n3cnc4ccccc43)sc2C(N)=O)c1,active,0.66
CHEMBL215993,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1,active,1.84
CHEMBL1096634,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](N)c3ccccc3)cc21,active,1.87
CHEMBL1909382,Cl.NC(=O)c1cccc(Nc2nccc(Nc3cccc(F)c3)n2)c1,active,2.07
CHEMBL471789,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(C)=O)s3)c2cc1OC,active,-27.35
CHEMBL1885746,N#Cc1ccc2c(-c3ccnc(NC4CC4)n3)c(-c3ccc(F)cc3)nn2c1,active,2.38
CHEMBL1909364,COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)cc2[nH]1.Cl,active,1.46
CHEMBL303687,COc1cccc(-n2ncc3c(N/N=C/c4ccc(C)cc4)ncnc32)c1,active,10.13
CHEMBL269827,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(-c4cnco4)cc32)cc1,active,8.73
CHEMBL13972,N#Cc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,3.62
CHEMBL13972,N#Cc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,6.16
CHEMBL275168,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(Cl)cc3)n2)cc1,active,-0.19
CHEMBL231013,COc1ccc(-c2ccncc2)cc1C(N)=O,active,8.72
CHEMBL1794070,C[C@@H](Oc1cc(-n2cnc3ccc(OC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1Cl,active,3.24
CHEMBL443563,COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1OC,active,3.67
CHEMBL205798,CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,active,2.97
CHEMBL206010,COc1cccc(-c2c[nH]c3c(N/N=C/c4ccncc4)ncnc23)c1,active,3.62
CHEMBL1909405,CN(C)CCCNc1nccc(-c2c(-c3ccc(F)cc3)nn3cc(C(F)(F)F)ccc23)n1.CS(=O)(=O)O,active,2.85
CHEMBL251549,NC(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1,active,-3.47
CHEMBL275473,CCN(CC)S(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3ccccc3)o2)c1,active,-0.03
CHEMBL505187,CCn1cc(-c2ccnc3[nH]ccc23)c(-c2cccc(NC(=O)Nc3ccc(OCc4ccccc4)cc3)c2)n1,active,-1.04
CHEMBL505187,CCn1cc(-c2ccnc3[nH]ccc23)c(-c2cccc(NC(=O)Nc3ccc(OCc4ccccc4)cc3)c2)n1,active,-5.21
CHEMBL480371,NC(=O)c1sc(-n2cnc3cc(C(F)(F)F)ccc32)cc1OCc1ccccc1Br,active,-3.9
CHEMBL1096634,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](N)c3ccccc3)cc21,active,3.72
CHEMBL1909382,Cl.NC(=O)c1cccc(Nc2nccc(Nc3cccc(F)c3)n2)c1,active,1.47
CHEMBL518968,CNC(=O)c1sc(-n2cnc3cc(OC)c(OC)cc32)cc1OCc1ccccc1C(F)(F)F,active,1.64
CHEMBL1909364,COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)cc2[nH]1.Cl,active,1.97
CHEMBL1794069,C[C@@H](Oc1cc(-n2cnc3ccc(OCC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1Cl,active,4.32
CHEMBL212250,O=S(=O)(CCOCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1ccccc1,active,1.66
CHEMBL1909400,Cc1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1C.O=C(O)C(F)(F)F,active,2.84
CHEMBL275168,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(Cl)cc3)n2)cc1,active,4.4
CHEMBL1794070,C[C@@H](Oc1cc(-n2cnc3ccc(OC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1Cl,active,8.62
CHEMBL176553,COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1,active,3.14
CHEMBL205798,CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,active,2.6
CHEMBL1909405,CN(C)CCCNc1nccc(-c2c(-c3ccc(F)cc3)nn3cc(C(F)(F)F)ccc23)n1.CS(=O)(=O)O,active,1.37
CHEMBL1794064,CCn1c(-c2nonc2N)nc2c(C#CCN)ncc(OCCCN)c21.O=C(O)C(F)(F)F,active,-5.43
CHEMBL243907,CCc1cccc(NC(=O)Nc2ccc(Oc3ccc4nc(NC(=O)OC)[nH]c4c3)cc2)c1,active,-1.37
CHEMBL1909375,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@@H]3CCCN3)c21.O=C(O)C(F)(F)F,active,-0.99
CHEMBL480371,NC(=O)c1sc(-n2cnc3cc(C(F)(F)F)ccc32)cc1OCc1ccccc1Br,active,3.69
CHEMBL192417,Cc1cccc(Nc2ncc(-c3ccccc3)o2)c1,active,2.47
CHEMBL192417,Cc1cccc(Nc2ncc(-c3ccccc3)o2)c1,active,4.58
CHEMBL442363,COc1cccc(-n2nc(C)c3c(N/N=C(\C)c4ccncc4)ncnc32)c1,active,0.76
CHEMBL518968,CNC(=O)c1sc(-n2cnc3cc(OC)c(OC)cc32)cc1OCc1ccccc1C(F)(F)F,active,-2.15
CHEMBL241517,Nc1ncc(-c2cccc(S(N)(=O)=O)c2)c2scc(-c3ccc(F)c(Cl)c3)c12,active,3.41
CHEMBL1909388,CS(=O)(=O)CCNCc1ccoc1-c1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1.Cl,active,0.9
CHEMBL1794069,C[C@@H](Oc1cc(-n2cnc3ccc(OCC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1Cl,active,9.78
CHEMBL1909350,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCNC)cc21.Cl,active,4.06
CHEMBL212250,O=S(=O)(CCOCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1ccccc1,active,5.83
CHEMBL1909400,Cc1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1C.O=C(O)C(F)(F)F,active,5.48
CHEMBL1785003,NC(=O)CCc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,active,-2.98
CHEMBL1785003,NC(=O)CCc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,active,1.8
CHEMBL1909387,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)o1.Cl,active,2.96
CHEMBL176553,COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1,active,5.01
CHEMBL514938,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccco5)cc34)cc2Cl)c1,active,2.72
CHEMBL477978,Cc1ccc(C(=O)NC2CCCCC2)cc1-c1ccc(C(=O)NCC2CC2)cc1,active,4.39
CHEMBL477978,Cc1ccc(C(=O)NC2CCCCC2)cc1-c1ccc(C(=O)NCC2CC2)cc1,active,3.76
CHEMBL588025,Cl.Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,active,2.87
CHEMBL1794064,CCn1c(-c2nonc2N)nc2c(C#CCN)ncc(OCCCN)c21.O=C(O)C(F)(F)F,active,-9.67
CHEMBL205765,CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,active,-4.17
CHEMBL243907,CCc1cccc(NC(=O)Nc2ccc(Oc3ccc4nc(NC(=O)OC)[nH]c4c3)cc2)c1,active,-2.89
CHEMBL1909375,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@@H]3CCCN3)c21.O=C(O)C(F)(F)F,active,-0.58
CHEMBL410072,CC(C)(CO)CNC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,active,-1.3
CHEMBL1794066,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC3CCNCC3)c21.O=C(O)C(F)(F)F,active,-3.88
CHEMBL442363,COc1cccc(-n2nc(C)c3c(N/N=C(\C)c4ccncc4)ncnc32)c1,active,2.39
CHEMBL241517,Nc1ncc(-c2cccc(S(N)(=O)=O)c2)c2scc(-c3ccc(F)c(Cl)c3)c12,active,-0.15
CHEMBL1909388,CS(=O)(=O)CCNCc1ccoc1-c1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1.Cl,active,1.09
CHEMBL1909350,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCNC)cc21.Cl,active,9.15
CHEMBL529066,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)o1.Cl,active,0.02
CHEMBL529066,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)o1.Cl,active,2.5
CHEMBL1785004,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(F)c(F)c3)n2)cc1,active,3.19
CHEMBL268885,COc1c(C(N)=O)cc(-c2ccc(Cl)cc2)cc1-c1ccc(S(N)(=O)=O)cc1,active,4.31
CHEMBL1909387,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)o1.Cl,active,7.52
CHEMBL514938,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccco5)cc34)cc2Cl)c1,active,4.26
CHEMBL511765,COc1cc(C)c(NC(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,active,4.83
CHEMBL588025,Cl.Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,active,-8.19
CHEMBL205765,CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,active,-3.8
CHEMBL1909355,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1.Cl,active,-1.48
CHEMBL1909355,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1.Cl,active,1.7
CHEMBL188247,Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccc(C(F)(F)F)cc3)nn2n1,active,-0.01
CHEMBL410072,CC(C)(CO)CNC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,active,2.36
CHEMBL1909408,Cl.O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3s2)C1)N1CCOCC1,active,-1.22
CHEMBL1794066,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC3CCNCC3)c21.O=C(O)C(F)(F)F,active,5.15
CHEMBL271594,CC(C)c1ccc2c(c1)NC(=O)/C2=N/Nc1ccc(S(N)(=O)=O)cc1,active,-0.24
CHEMBL271594,CC(C)c1ccc2c(c1)NC(=O)/C2=N/Nc1ccc(S(N)(=O)=O)cc1,active,1.29
CHEMBL1909409,O=C(O)C(F)(F)F.O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Cc5ccccc5)cc4)c3s2)C1)N1CCOCC1,active,2.18
CHEMBL1909399,Cl.NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(CCc4ccncc4)c32)cc1,active,0.71
CHEMBL1909399,Cl.NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(CCc4ccncc4)c32)cc1,active,0.86
CHEMBL518953,NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1Br,active,3.33
CHEMBL247228,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,active,-5.06
CHEMBL1785004,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(F)c(F)c3)n2)cc1,active,6.72
CHEMBL268885,COc1c(C(N)=O)cc(-c2ccc(Cl)cc2)cc1-c1ccc(S(N)(=O)=O)cc1,active,10.43
CHEMBL14014,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3cccc(F)c3)n2)cc1,active,3.2
CHEMBL14014,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3cccc(F)c3)n2)cc1,active,7.72
CHEMBL514499,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,active,3.29
CHEMBL511765,COc1cc(C)c(NC(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,active,9.65
CHEMBL1789961,COc1cc(C=NNc2ncnc3c2cnn3-c2ccccc2)ccc1O,active,3.01
CHEMBL1789961,COc1cc(C=NNc2ncnc3c2cnn3-c2ccccc2)ccc1O,active,5.26
CHEMBL204934,COc1cccc(-n2cnc3c(N/N=C/c4ccncc4)ncnc32)c1,active,-0.81
CHEMBL187081,COc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,active,-0.48
CHEMBL188247,Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccc(C(F)(F)F)cc3)nn2n1,active,0
CHEMBL1909408,Cl.O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3s2)C1)N1CCOCC1,active,1.45
CHEMBL428877,CCc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,2.65
CHEMBL1909343,O=C(Nc1n[nH]c2nnc(-c3cccnc3)cc12)C1CC1.O=C(O)C(F)(F)F,active,0.09
CHEMBL1909409,O=C(O)C(F)(F)F.O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Cc5ccccc5)cc4)c3s2)C1)N1CCOCC1,active,2.21
CHEMBL1909345,CCN1CCC(C(=O)Nc2n[nH]c3nnc(-c4cccc(F)c4F)cc23)CC1.Cl,active,-0.06
CHEMBL518953,NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1Br,active,9.69
CHEMBL247228,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,active,-5.1
CHEMBL271595,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,active,1.21
CHEMBL271595,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,active,7.53
CHEMBL13868,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(Oc4ccccc4)cc3)n2)cc1,active,3.94
CHEMBL179465,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(F)c3)o2)c1,active,4.07
CHEMBL514499,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,active,5.2
CHEMBL519881,COc1cc(Nc2ncc3c(C)nc(-c4cccc(Oc5ccccc5)c4)n3n2)cc(OC)c1OC,active,4.1
CHEMBL220244,Cc1cc(O)cc(C)c1/C=C/c1cncc(C(=O)N(C)C)c1,active,3.87
CHEMBL204934,COc1cccc(-n2cnc3c(N/N=C/c4ccncc4)ncnc32)c1,active,-2.76
CHEMBL187081,COc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,active,4.19
CHEMBL352222,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cc(Cl)c(O)c(Cl)c1,active,0.57
CHEMBL352222,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cc(Cl)c(O)c(Cl)c1,active,0.43
CHEMBL1794072,CN(C)CCOc1ccc(-c2cc(-c3ccc4c(c3)CCC4=NO)c(-c3ccncc3)o2)cc1.Cl,active,-2.05
CHEMBL428877,CCc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,5.98
CHEMBL1909343,O=C(Nc1n[nH]c2nnc(-c3cccnc3)cc12)C1CC1.O=C(O)C(F)(F)F,active,1.6
CHEMBL446024,FC(F)(F)CNc1nccc(-c2cnn3ncccc23)n1,active,-1.64
CHEMBL446024,FC(F)(F)CNc1nccc(-c2cnn3ncccc23)n1,active,1.79
CHEMBL1909345,CCN1CCC(C(=O)Nc2n[nH]c3nnc(-c4cccc(F)c4F)cc23)CC1.Cl,active,-1.15
CHEMBL1882194,CCN(CC)Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,active,3.37
CHEMBL418348,CS(=O)(=O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,3.74
CHEMBL417804,COc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,active,3.35
CHEMBL13868,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(Oc4ccccc4)cc3)n2)cc1,active,9.34
CHEMBL269450,Fc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,4.05
CHEMBL179465,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(F)c3)o2)c1,active,0.27
CHEMBL273564,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,active,2.42
CHEMBL273564,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,active,-0.46
CHEMBL519881,COc1cc(Nc2ncc3c(C)nc(-c4cccc(Oc5ccccc5)c4)n3n2)cc(OC)c1OC,active,1.98
CHEMBL467581,COc1cc(C)c(N(C)C(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,active,3.13
CHEMBL220244,Cc1cc(O)cc(C)c1/C=C/c1cncc(C(=O)N(C)C)c1,active,4.65
CHEMBL218970,CNC(=O)c1cncc(/C=C/c2ccccc2Cl)c1,active,-1.23
CHEMBL218970,CNC(=O)c1cncc(/C=C/c2ccccc2Cl)c1,active,-1.28
CHEMBL513330,Clc1ccc(CNc2nccc(-c3cnn4ncccc34)n2)cc1,active,-2.2
CHEMBL2062289,CCN1CCC(CC(=O)Nc2n[nH]c3nnc(-c4cccc(F)c4F)cc23)CC1.O=C(O)C(O)C(O)C(=O)O,active,2.55
CHEMBL1794072,CN(C)CCOc1ccc(-c2cc(-c3ccc4c(c3)CCC4=NO)c(-c3ccncc3)o2)cc1.Cl,active,0.51
CHEMBL1909360,CN1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(N(C)c4ccnc(Nc5ccc(CS(C)(=O)=O)cc5)n4)cc3)cc2)CC1.Cl,active,2.05
CHEMBL1909360,CN1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(N(C)c4ccnc(Nc5ccc(CS(C)(=O)=O)cc5)n4)cc3)cc2)CC1.Cl,active,5.08
CHEMBL373073,COc1ccc(-c2cc3c(N)ncnc3o2)cc1,active,-2.18
CHEMBL477583,Cc1ccc(NC(=O)c2ccoc2)cc1-c1ccc(C(=O)NCC2CC2)cc1,active,0.66
CHEMBL1794058,CS(=O)(=O)Nc1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,active,-4.38
CHEMBL1882194,CCN(CC)Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,active,9.4
CHEMBL1909354,Cc1cc(-c2ccccn2)cc(C)c1/C=C/c1cncc(-c2nn[nH]n2)c1.Cl,active,2.68
CHEMBL418348,CS(=O)(=O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,5.22
CHEMBL417804,COc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,active,7.05
CHEMBL269450,Fc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,active,9.66
CHEMBL305477,COc1cccc(/C=N/Nc2ncnc3c2cnn3-c2cccc(OC)c2)c1,active,3.9
CHEMBL273611,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc4c(c3)OCO4)n2)cc1,active,2.69
CHEMBL467581,COc1cc(C)c(N(C)C(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,active,2.22
CHEMBL374453,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(Cl)c(Cl)c2)CC(=O)N1,active,2.34
CHEMBL67241,CCCNc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,active,-1.02
CHEMBL513330,Clc1ccc(CNc2nccc(-c3cnn4ncccc34)n2)cc1,active,0.48
CHEMBL218859,CNC(=O)c1cncc(/C=C/c2c(C)cccc2C)c1,active,-1.37
CHEMBL2062289,CCN1CCC(CC(=O)Nc2n[nH]c3nnc(-c4cccc(F)c4F)cc23)CC1.O=C(O)C(O)C(O)C(=O)O,active,1.27
CHEMBL234838,N#Cc1c(NC(=O)c2ccccc2F)sc2c1CCCC2,active,-2.18
CHEMBL234838,N#Cc1c(NC(=O)c2ccccc2F)sc2c1CCCC2,active,0.08
CHEMBL1909356,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1.Cl,active,1.6
CHEMBL373073,COc1ccc(-c2cc3c(N)ncnc3o2)cc1,active,-0.87
CHEMBL477979,Cc1ccc(C(=O)NC(C)C)cc1-c1ccc(C(=O)NCC2CC2)cc1,active,-6.3
CHEMBL477583,Cc1ccc(NC(=O)c2ccoc2)cc1-c1ccc(C(=O)NCC2CC2)cc1,active,1.16
CHEMBL1794058,CS(=O)(=O)Nc1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,active,-3.48
CHEMBL1909354,Cc1cc(-c2ccccn2)cc(C)c1/C=C/c1cncc(-c2nn[nH]n2)c1.Cl,active,7.82
CHEMBL1909389,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(C(F)(F)F)c4)c3c2)o1.Cl,active,2.28
CHEMBL1909389,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(C(F)(F)F)c4)c3c2)o1.Cl,active,4.17
CHEMBL1909390,O=C(O)C(F)(F)F.[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1,active,2.99
